Date,Price
2020-03-09,186.860001
2020-03-10,199.860001
2020-03-11,188.250000
2020-03-12,170.130005
2020-03-13,177.130005
2020-03-16,149.009995
2020-03-17,147.619995
2020-03-18,137.300003
2020-03-19,149.500000
2020-03-20,148.490005
2020-03-23,137.100006
2020-03-24,161.949997
2020-03-25,162.979996
2020-03-26,167.350006
2020-03-27,164.009995
2020-03-30,168.130005
2020-03-31,165.350006
2020-04-01,158.169998
2020-04-02,161.500000
2020-04-03,160.330002
2020-04-06,177.039993
2020-04-07,175.589996
2020-04-08,177.490005
2020-04-09,183.699997
2020-04-13,180.119995
2020-04-14,183.990005
2020-04-15,177.839996
2020-04-16,179.500000
2020-04-17,186.100006
2020-04-20,181.649994
2020-04-21,177.580002
2020-04-22,186.479996
2020-04-23,182.039993
2020-04-24,184.020004
2020-04-27,185.889999
2020-04-28,185.929993
2020-04-29,187.820007
2020-04-30,187.559998
2020-05-01,182.660004
2020-05-04,181.869995
2020-05-05,179.240005
2020-05-06,176.970001
2020-05-07,181.119995
2020-05-08,181.229996
2020-05-11,180.880005
2020-05-12,176.539993
2020-05-13,172.820007
2020-05-14,175.410004
2020-05-15,173.809998
2020-05-18,179.830002
2020-05-19,179.570007
2020-05-20,184.100006
2020-05-21,185.080002
2020-05-22,184.410004
2020-05-26,184.839996
2020-05-27,187.720001
2020-05-28,188.729996
2020-05-29,186.320007
2020-06-01,187.410004
2020-06-02,187.589996
2020-06-03,193.289993
2020-06-04,193.240005
2020-06-05,197.160004
2020-06-08,202.649994
2020-06-09,199.520004
2020-06-10,195.800003
2020-06-11,187.509995
2020-06-12,189.169998
2020-06-15,189.490005
2020-06-16,190.320007
2020-06-17,190.789993
2020-06-18,189.490005
2020-06-19,186.559998
2020-06-22,187.460007
2020-06-23,186.619995
2020-06-24,184.289993
2020-06-25,182.759995
2020-06-26,179.740005
2020-06-29,182.800003
2020-06-30,184.470001
2020-07-01,184.660004
2020-07-02,183.520004
2020-07-06,188.500000
2020-07-07,185.820007
2020-07-08,185.850006
2020-07-09,184.330002
2020-07-10,184.880005
2020-07-13,184.919998
2020-07-14,190.720001
2020-07-15,191.770004
2020-07-16,190.919998
2020-07-17,191.479996
2020-07-20,191.610001
2020-07-21,192.979996
2020-07-22,198.619995
2020-07-23,197.550003
2020-07-24,198.720001
2020-07-27,201.250000
2020-07-28,196.240005
2020-07-29,196.210007
2020-07-30,195.410004
2020-07-31,194.279999
2020-08-03,194.399994
2020-08-04,199.360001
2020-08-05,199.259995
2020-08-06,203.179993
2020-08-07,204.600006
2020-08-10,204.119995
2020-08-11,205.000000
2020-08-12,206.020004
2020-08-13,206.490005
2020-08-14,207.029999
2020-08-17,208.669998
2020-08-18,210.320007
2020-08-19,209.509995
2020-08-20,209.880005
2020-08-21,211.570007
2020-08-24,212.619995
2020-08-25,212.649994
2020-08-26,213.759995
2020-08-27,212.190002
2020-08-28,214.910004
2020-08-31,213.520004
2020-09-01,212.690002
2020-09-02,216.229996
2020-09-03,213.800003
2020-09-04,211.729996
2020-09-08,213.580002
2020-09-09,215.710007
2020-09-10,217.240005
2020-09-11,218.000000
2020-09-14,220.559998
2020-09-15,222.369995
2020-09-16,224.809998
2020-09-17,222.580002
2020-09-18,220.270004
2020-09-21,216.410004
2020-09-22,216.410004
2020-09-23,214.970001
2020-09-24,216.119995
2020-09-25,218.179993
2020-09-28,220.259995
2020-09-29,218.679993
2020-09-30,219.490005
2020-10-01,219.589996
2020-10-02,222.669998
2020-10-05,226.070007
2020-10-06,224.089996
2020-10-07,226.479996
2020-10-08,225.800003
2020-10-09,224.830002
2020-10-12,226.110001
2020-10-13,227.350006
2020-10-14,227.619995
2020-10-15,229.639999
2020-10-16,229.369995
2020-10-19,226.000000
2020-10-20,227.449997
2020-10-21,228.190002
2020-10-22,229.149994
2020-10-23,228.710007
2020-10-26,224.270004
2020-10-27,222.970001
2020-10-28,214.690002
2020-10-29,214.949997
2020-10-30,213.000000
2020-11-02,212.559998
2020-11-03,216.800003
2020-11-04,214.869995
2020-11-05,216.309998
2020-11-06,216.559998
2020-11-09,213.220001
2020-11-10,213.320007
2020-11-11,218.020004
2020-11-12,213.070007
2020-11-13,213.279999
2020-11-16,216.729996
2020-11-17,216.009995
2020-11-18,215.520004
2020-11-19,215.110001
2020-11-20,214.089996
2020-11-23,217.000000
2020-11-24,219.710007
2020-11-25,219.339996
2020-11-27,218.330002
2020-11-30,217.440002
2020-12-01,216.139999
2020-12-02,210.860001
2020-12-03,211.509995
2020-12-04,210.740005
2020-12-07,208.889999
2020-12-08,208.389999
2020-12-09,208.690002
2020-12-10,208.039993
2020-12-11,207.759995
2020-12-14,211.919998
2020-12-15,214.860001
2020-12-16,213.800003
2020-12-17,214.250000
2020-12-18,215.080002
2020-12-21,211.669998
2020-12-22,211.919998
2020-12-23,212.020004
2020-12-24,211.389999
2020-12-28,214.020004
2020-12-29,212.710007
2020-12-30,211.559998
2020-12-31,214.580002
2021-01-04,210.220001
